letter_number,name,drainage,basin,junesucker_notes,coordinates,map_link,size_acres,max_depth_ft,elevation_ft,dwr_notes,fish_species,fishing_pressure,jed_notes,status,trip_reports,notes_needs_update,no_fish,lat,lng,coord_source,coord_status
GR-150,Gilbert,Beaver Creek Drainage,,\N,\N,\N,15.2,2,10905,"Gilbert is a shallow natural lake in a picturesque setting at the foot of Gilbert Peak in the West Fork Basin. The surrounding terrain is composed of open alpine meadows and scattered patches of conifers with abundant flowing water. Gilbert is 15.2 acres in size, 10,905 feet in elevation, with a limited maximum depth of only 2 feet. Despite shallow water conditions, Gilbert contains an excellent population of brook and cutthroat trout sustained by natural reproduction. Access is 2 3/4 miles southwest of the North Slope Road on the rough West Fork Beaver Road, and then 6 1/2 miles further south and west on the West Fork Beaver Trail to the headwater region. The departure of this trail from the road occurs before the road ends, and is marked by a Forest Service sign. Several good campsites are available with abundant horse feed and excellent sources of spring water. Open shorelines at Gilbert are ideally suited to fly casting and fishing is extremely fast for pan-sized brook and cutthroat trout. Gilbert Lake is presently subject to moderate angler use.","Brookies*, Cutthroats*",Moderate,\N,\N,\N,0,0,40.8434654,-110.3214023,osm-name-drainage,seed_unverified
GR-151,\N,Beaver Creek Drainage,,\N,\N,\N,12.6,11,11033,"GR-151 is an irregular natural lake located in the timberline transition zone, 3/8 mile south of Gilbert Lake in the West Fork Basin. The immediate watershed is composed of boggy alpine meadows, thick patches of willow and scattered conifers. GR-151 is 12.6 acres, 11,033 feet in elevation, with 11-foot maximum depth. Although there are no direct trails to the lake, access on horseback is not difficult due to the open nature of the surrounding terrain. Camping opportunities are limited due to the high elevation of this water, but horse feed can be found in adjacent wet meadows. Spring water is readily available at GR-151. GR-151 contains a naturally reproducing population of brook trout and sustains light angler use. Inlet and outlet streams contain excellent flows and provide some good fishing should this scenic lake fail to produce fish.",Brookies*,Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-152,\N,Beaver Creek Drainage,,\N,\N,\N,4.8,13,11295,"GR-152 is a small natural lake perched on a glacial ridge above timberline in the West Fork Drainage. The lake is 4.8 acres in size, 11,295 feet in elevation, with 13-foot maximum depth. Due to the elevation and aspect of this lake, GR-152 is not generally free of ice until mid-July and snowfields persist well into the summer months. The major inlet cascades off broken rocky ridge to the south. GR-152 is located 3/8 mile south of GR-151 following the high gradient stream to the top of the ridge. The total distance from the North Slope Road is 10 miles. Horse feed and campsites are not present due to the high elevation of this water. However, excellent spring water sources are available. GR-152 is stocked with brook trout and is seldom visited by anglers.",Brookies,Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-153,\N,Beaver Creek Drainage,,\N,\N,\N,3.6,2,11060,"This small, elongated beaver pond is situated on the drainage system 150 yards west of GR-151 in the West Fork Drainage. GR-153 is located in open brushy terrain at the foot of Gilbert Peak. A breach has occurred in the beaver dam reducing the size and depth of this water. GR-153 is presently 3.6 acres in size, 11,060 feet in elevation, with 2-foot maximum depth. The lake experiences annual fluctuations of about 1 foot. Despite shallow and fluctuating water conditions, GR-153 contains populations of brook and cutthroat trout sustained by natural reproduction. Potential campsites are located in a small stand of timber to the southeast and spring water is available. Horse feed is plentiful in the surrounding area. Anglers seldom visit this water, and fly fishing is generally good for pan-sized brook and cutthroat trout.","Brookies*, Cutthroats*",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-154,\N,Beaver Creek Drainage,,\N,\N,\N,2.1,6,10930,"GR-154 is a wedge-shaped lake situated at the foot of a talus ridge 2 1/2 miles east of Gilbert Lake in a small side drainage tributary to the West Fork Basin. The lake is 2.1 acres, 10,930 feet in elevation, with 6-foot maximum depth. There are no direct access trails and cross-country travel is rough due to thick timber and steep slopes. GR-154 is not readily accessible on horseback. Some camping areas are available in timbered areas to the west, and a small spring water source is present. GR-154 was scheduled for experimental stocking of brook trout in 1986 to evaluate the fishery potential of this marginal lake. The lake is presently subject to light recreational use.",Brookies,Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-155,\N,Beaver Creek Drainage,,\N,\N,\N,1.6,6,10860,"This small rounded lake is situated in a boggy meadow 1/4 mile northeast of Gilbert Lake out of sight of the West Fork Beaver Trail. GR-155 is 1.6 acres in size and 10,860 feet in elevation. The lake is shallow with a maximum depth of only 6 feet, and is characterized by a glacial turbidity. Good spring water sources are available at the lake with abundant wet meadow horse feed. Camping areas can be found in timber to the west. Fishing pressure is light for stocked brook trout.",Brookies,Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-156,\N,Sheep/Carter Creek Drainages,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark.,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N
GR-157,\N,Sheep/Carter Creek Drainages,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark.,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N
GR-16,Penguin,Ashley Creek Drainage,,\N,\N,\N,2.1,20,10665,"⚠️ ROTENONE TREATED (2023, Carter Creek project). Awaiting restocking.

This small, boulder-strewn pond is located just a few yards west of Upper Anson Lake in Weyman Lakes Basin. Penguin Lake is surrounded by talus slopes and rocky moraines. The lake is 2.1 acres, 10,665 feet in elevation with a maximum depth of 20 feet. Total distances from Spirit Lake and the Beaver Creek Trail head are 7.1 and 9.0 miles, respectively. Campsites, spring water and horse feed are available in the vicinity of Anson lakes. Penguin supports a naturally reproducing population of pan-sized brook trout. Fishing pressure is light to moderate.","Brookies*, Tigers",Moderate,\N,\N,\N,0,1,\N,\N,\N,\N
GR-160,\N,Beaver Creek Drainage,,\N,\N,\N,4.8,50,9230,"GR-160 is a deep, natural, pothole lake located 1/4 mile east and a little north of GR-162 in the lower Middle Fork Basin. It is 4.8 acres, 9,230 feet in elevation, with 50-foot maximum depth. GR-160 is one of many pothole lakes situated in a broad, heavily timbered basin, and this lake can be extremely difficult to locate. Good topographic maps are essential to pinpoint and identify any of the numerous lakes in this basin. GR-160 has no surface inlet source and may fluctuate according to yearly precipitation patterns. Campsites are poor in the lake vicinity with no running water and no horse feed. Experimental brook trout stocking was accomplished during 1985 as part of a continued program to evaluate the habitat potential of this water. GR-160 presently sustains very light recreational pressure, and angling is difficult due to the numerous snags and deadfall around the perimeter of the lake.",Brookies,Low,\N,\N,\N,0,0,40.9283286,-110.1936477,osm-designation,seed_unverified
GR-161,\N,Beaver Creek Drainage,,\N,\N,\N,4.3,41,9250,"This deep pothole lake is located in a steep walled glacial depression some 250 yards east of GR-162 over the timbered ridge. The lake is rounded in outline and should not be confused with the nearby GR-164 which is elongated. GR-161 is 4.3 acres maximum, 9,250 feet in elevation, with 41-foot maximum depth. Because there are no inlets or outlets, GR-161 fluctuates according to precipitation patterns and is characterized by numerous snags and deadfall around the lake perimeter. Campsites are not available due to the steep nature of the surrounding terrain. Horse feed and spring water are not present. GR-161 experiences light recreational pressure and received experimental stocking of brook trout during 1985.","Brookies*, Grayling",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-162,\N,Beaver Creek Drainage,,\N,\N,\N,6.5,18,9344,"GR-162 is an oblong pothole lake located in a broad, heavily timbered basin in the lower Middle Fork Drainage. The lake is 6.5 acres maximum, 9,344 feet in elevation, with 18-foot maximum depth. Access is 1/2 mile southeast of the North Slope Road near Willow Park over the timbered ridge. GR-162 can be difficult to locate due to an abundance of lakes and ponds in the basin. Marginal campsites are available for small groups without suitable spring water sources or horse feed. GR-162 contains a small population of wary brook trout produced by stocking. Fishing is extremely difficult due to an abundance of snags and deadfall around the entire lake perimeter. Fishing pressure is very light and GR-162 may be subject to occasional winterkill.",Brookies,Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-163,\N,Beaver Creek Drainage,,\N,\N,\N,6.5,16,9322,"GR-163 is an irregular natural lake situated in thick timber 1/4 mile south and slightly west of GR-162. The natural dimensions of this lake have been enlarged by a beaver dam placed across the outlet. It is 6.5 acres maximum, 9,322 feet in elevation, with 16-foot maximum depth. GR-163 is stained a deep brown color due to an accumulation of suspended organic matter. Recreational use of this area is very limited. Campsites are marginal due to the steep terrain, and horse feed and spring water are unavailable. GR-163 received experimental stocking of brook trout during 1985.","Brookies*, Grayling",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-164,\N,Beaver Creek Drainage,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark only.,Grayling,\N,\N,\N,\N,0,1,40.9246966,-110.199872,osm-designation,seed_unverified
GR-168,\N,Sheep/Carter Creek Drainages,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark only.,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N
GR-169,\N,Sheep/Carter Creek Drainages,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark only.,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N
GR-17,Candy,Sheep/Carter Creek Drainages,,\N,\N,\N,5.5,\N,\N,"Candy Lake is a rocky 5.5 acre pond lying in the northeast corner of Weyman Lakes Basin approximately 8.8 miles from the Beaver Creek Trail head. Follow the directions to Hidden Lake (GR-7). Candy lies 0.2 miles north through rocky timber. Horses can be taken as far as Lower Anson Lake. Candy Lake sits at an elevation of 10,290 feet and has a maximum depth of 29 feet. Campsites are rare in the immediate vicinity, but spring water is present. The lake does not overwinter fish due to poor inlet flows, and stocking has been discontinued indefinitely. The lake may be experimentally planted sometime in the future with Arctic grayling which may prove more tolerant of the harsh environment. Check with the Division of Wildlife Resources Office in Vernal for the current management of this lake.","Cutthroats, Grayling*, Tigers",\N,\N,\N,\N,0,0,\N,\N,\N,\N
GR-172,\N,Beaver Creek Drainage,,\N,\N,\N,3.6,15,9490,"GR-172 is one of numerous pothole lakes and ponds located in a large timbered basin 3/4 mile south of Willow Park in the lower Beaver Creek Drainage. The lake is 3.6 acres maximum, 9,490 feet in elevation, with 15-foot maximum depth. Surface inlets are not present at GR-172, and the lake fluctuates widely depending upon precipitation patterns. Marginal campsites are available with no nearby sources of spring water or horse feed. Experimental stocking of brook trout was scheduled in 1986 to further evaluate the habitat potential of this water. GR-172 may be subject to winterkill.","Brookies*, Grayling",Low,\N,\N,\N,0,0,40.9211861,-110.2193322,osm-designation,seed_unverified
GR-173,\N,Beaver Creek Drainage,,\N,\N,\N,3.9,27,9490,"GR-173 is a natural pothole lake located in a glacial catch basin with no inlets or outlets. The lake is 3.9 acres maximum, 9,490 feet in elevation, with 27-foot maximum depth. GR-173 is located 100 yards southwest of GR-172 and is surrounded by numerous other potholes and ponds. An abundance of snags and deadfall in the water indicates that this lake is subject to cyclic fluctuations in water level. Marginal group camping areas are available in the vicinity. However, running water and horse feed are not present. GR-173 was scheduled for experimental stocking in 1986 to further evaluate the fishery potential of this water. At present, the lake receives very light recreational use.",Brookies,Low,\N,\N,\N,0,0,40.9199252,-110.2213212,osm-designation,seed_unverified
GR-175,\N,Beaver Creek Drainage,,\N,\N,\N,18.3,11,\N,This lake does not sustain fish life. It is shown on the map as a landmark.,Cutthroats*,Low,\N,\N,\N,0,1,40.9248272,-110.231234,osm-designation,seed_unverified
GR-176,Utanna,Sheep/Carter Creek Drainages,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark only.,\N,\N,\N,\N,\N,0,1,40.9308769,-110.2277886,osm-name,seed_unverified
GR-177,\N,Beaver Creek Drainage,,\N,\N,\N,18.3,\N,10860,"GR-177 is an oblong natural lake situated in timberline terrain at the foot of a steep talus ridge near the head of the Middle Fork Basin. The lake is 18.3 acres in size and 10,860 feet in elevation. GR-177 is characterized by a glacial turbidity and is very shallow overall with a maximum depth of only 11 feet. Access is 1 1/2 miles southeast of Beaver Lake over rough terrain. There is an obscure sheep trail into this basin, but the trail is very difficult to locate and follow. Marginal campsites are available at the lake with spring water sources. Horse feed is abundant in large parks to the east. GR-177 contains a small population of wary cutthroat trout, and fishing is often slow. GR-177 sustains light fishing pressure. The recreational appeal of this basin is diminished somewhat by sheep grazing in the area.",\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N
GR-178,\N,Beaver Creek Drainage,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark.,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N
GR-179,\N,Beaver Creek Drainage,,\N,\N,\N,5.5,11,9770,"This shallow natural lake is situated in dense conifers 150 yards south of the North Slope Road in the vicinity of Bullocks Park. GR-179 is located immediately east of GR-178 which is visible from the road. GR-179 is 5.5 acres, 9,770 feet in elevation, with 11-foot maximum depth. Potential camping areas are available with no running water or horse feed. GR-179 is subject to light annual recreational use at present. Experimental stocking of brook trout was undertaken during 1985 to evaluate the habitat potential of this lake. GR-179 may be subject to winterkill.",Brookies*,Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-18,Ewe,Sheep/Carter Creek Drainages,,\N,\N,\N,3.0,10,10750,"Ewe Lake is located at the bottom of a talus slope in western Lamb Lake Basin. It is 3.0 acres, 10,750 feet in elevation with a maximum depth of 10 feet. Ewe Lake is 7.3 miles from Browne Lake. The last 2.3 miles is cross-country across rough terrain. See Bummer Lake for a more detailed description of general access to the Lamb Lakes area. Campsites are scarce, but spring water can be found at the lake. Trout stocked in Ewe Lake in the past have not been able to overwinter, and as of 1986 the lake is fishless. Grayling may be introduced in the future on an experimental basis. Fishing pressure is light.",Grayling,Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-19,Lamb,Ashley Creek Drainage,,\N,\N,\N,6.0,10,10540,"Lamb Lake is located at the bottom of a small brushy meadow in the western lobe of Lamb Lakes Basin. Abutting a steep rock slide, this relatively murky lake is 6.0 acres, 10,540 feet in elevation with a maximum depth of 10 feet. There is no trail to the lake. Follow access directions to Bummer Lake. Lamb Lake lies to the west 0.9 miles across downed timber and rocks. The lake is surrounded by rocky timber but generally has an open shoreline. Horse feed and campsites are scarce due to the rough terrain; however, spring water is abundant. This lake has marginal fish habitat and may be fishless. Fishing pressure is light.","Cutthroats, Grayling*, Tigers",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-2,Tamarack,Sheep/Carter Creek Drainages,,\N,\N,\N,79.1,90,10429,"Tamarack Lake is by far the largest lake in the Sheep/Carter Creek Drainage system. Located 1.4 miles west of Spirit Lake via a rocky but maintained Forest Service trail, Tamarack is a popular fishing lake for day hikers and scout groups. The lake is 79.1 acres, 10,429 feet in elevation with a maximum depth of 90 feet. The best camping sites are found on the east side of the lake while a few springs can be found along the southern shoreline. A few small meadows east of the lake contain horse feed. Tamarack Lake supports a naturally reproducing population of brook trout. A small number of cutthroat also inhabit the lake. Fishing pressure is heavy.","Brookies*, Cutthroats, Tigers",High,\N,\N,\N,0,0,40.8354669,-110.0280175,osm-name,seed_unverified
GR-20,\N,Ashley Creek Drainage,,\N,\N,\N,5.7,8,10355,"GR-20 is a fairly shallow, rocky pond which sits a short distance southwest of Bummer Lake in Lamb Lakes Basin. This lake is 5.7 acres, 10,355 feet in elevation with a maximum depth of 8 feet. Access and camping are as described for Bummer Lake. The inlets and outlet of GR-20 are intermittent, and the lake provides only marginal fish habitat. Fishing is very light for stocked brook trout.","Brookies, Tigers",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-21,\N,Ashley Creek Drainage,,\N,\N,\N,3.7,7,10355,"Located less than 200 yards northwest of Bummer Lake, GR-21 is quite similar to GR-20. Habitat is marginal and the lake may winterkill. GR-21 is 3.7 acres, 10,355 feet in elevation with a maximum depth of 7 feet. Fishing is very light for stocked brook trout.","Brookies, Tigers",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-22,Bummer,Sheep/Carter Creek Drainages,,\N,\N,\N,1.9,6,10350,"⚠️ ROTENONE TREATED (Aug 2021, Carter Creek project). Restocked with cutthroat trout beginning 2023.

This small, shallow lake is located on the east side of Lamb Lakes Basin approximately 6.5 miles from Browne Lake. There is no maintained trail for the last 1.5 miles. The most direct access to lakes in this basin is cross-country from the junction of Forest Service trails 018-I and 017 southwest up the bottom of the basin. The going is rough through rocky timber and across boulder fields. Horse access is impossible by this route and should not be attempted. Supposedly, horses can get into Lamb Lakes Basin via two little-used trails, one which drops from the ridge southeast of Bummer Lake, the other which drops from the ridge northwest of Ewe Lake. The existence of these trails was not verified during this project. Horse use in Lamb Lakes Basin would be restricted due to the rocky terrain. Bummer Lake is 1.9 acres, 10,350 feet in elevation with a maximum depth of 6 feet. Wading can be an effective way to fish this lake. Use extreme caution, however, because footing is quite treacherous. The lake is periodically stocked with brook trout. Good campsites are rare, and there is no spring water. A little horse feed is found near the inlet. Fishing pressure is light.","Brookies, Cutthroats, Grayling*",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-23,Mutton,Ashley Creek Drainage,,\N,\N,\N,3.8,10,10570,"⚠️ ROTENONE TREATED (Aug 2021, Carter Creek project). Restocked with cutthroat trout beginning 2023.

This natural lake abuts a rocky slope in the southern corner of Lamb Lakes Basin. There is no trail to the lake. Easiest access is to follow the inlet of Bummer Lake 0.6 miles south to Mutton. Total distance from Browne Lake is 7.0 miles. Mutton Lake is 3.8 acres, 10,570 feet in elevation with a maximum depth of 10 feet. Spring water is available at the lake, and a few campsites can be found around the inlet area. Horse feed is not abundant, and horse access to the lake, or anywhere in the basin, is difficult due to the rough terrain. Fishing pressure is very light for stocked brook trout.","Brookies, Cutthroats",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-24,Ram,Ashley Creek Drainage,,\N,\N,\N,7.0,27,10380,"⚠️ ROTENONE TREATED (Aug 2021, Carter Creek project). Restocked with cutthroat trout beginning 2023.

Ram Lake lies at the base of a rock slide approximately 0.6 miles west-southwest of Bummer Lake in Lamb Lakes Basin. See Bummer Lake for more detailed access instructions. Total distance from Browne Lake is 6.9 miles. There is no maintained trail into the basin. Ram Lake is 7.0 acres, 10,380 feet in elevation with a maximum depth of 27 feet. The rough, rocky terrain in the immediate area affords few good campsites. Spring water is found in good supply along the eastern margin of the talus while horse feed is available in wet meadows to the west. This lake may contain a small population of cutthroat trout. Fishing pressure is light.","Cutthroats, Grayling*, Tigers",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-25,Judy,Sheep/Carter Creek Drainages,,\N,\N,\N,4.7,24,10830,"This seldom visited, picturesque pond sits on a high bench 0.4 miles south of Tamarack Lake. The most direct access is from the south shore of Tamarack. A hard scramble up 400 vertical feet puts you on top of the bench. Judy Lake lies a short distance further south at the base of the boulder fields. Total distance from Spirit Lake is 1.8 miles. The lake is 4.7 acres, 10,830 feet in elevation with a maximum depth of 24 feet. Horse access is difficult and there is no horse feed at the lake. No spring water is found in the immediate vicinity, and campsites are scarce due to the rough, rocky terrain. Fishing pressure is light for stocked brook trout.","Brookies*, Tigers",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-27,Lower Potter,Sheep/Carter Creek Drainages,,\N,\N,\N,3.4,16,10130,"Upper Potter Lake is a fairly large, deep, elongated lake located at the base of a steep rock slide. Easiest access is from Browne Lake. Follow the trail from Browne Lake to the bottom of Lamb Lakes Basin. Approximately 1.0 mile beyond where the trail crosses the West Fork of Carter Creek a faint trail cuts off to the south. Upper Potter Lake lies at the end of this trail. Total distance from Browne Lake is approximately 6.5 miles. A topo map is a good thing to carry if you are not familiar with the country. Upper Potter Lake is 21.3 acres, 10,130 feet in elevation with a maximum depth of 75 feet. Campsites are not available in the immediate vicinity due to the rough terrain. There is no horse feed or spring water at the lake. Upper Potter is not stocked; however, the lake contains a self-sustaining population of brook trout. Fishing pressure is light.",Brookies*,Moderate,\N,\N,\N,0,0,\N,\N,\N,\N
GR-28,Upper Potter,Sheep/Carter Creek Drainages,,\N,\N,\N,4.3,28,\N,"Lower Teepee Lake is a hourglass shaped lake surrounded by fairly heavy timber located at the head of the Sheep Creek Canal and 2.9 miles by trail from Browne Lake. Follow the canal upstream 0.2 miles from its junction with the Leidy Peak Trail. Lower Teepee Lake is 4.3 acres and sits at an elevation of 9,410 feet. The western basin of the lake is only 6 feet at its deepest point, but the larger eastern basin drops to 28 feet fairly quickly. Campsites, horse feed, and spring water are available in the vicinity of a long meadow 0.1 miles west of the lake across the trail. Fishing pressure is moderate to heavy for stocked brook trout.","Brookies*, Cutthroats",High,\N,\N,\N,0,0,\N,\N,\N,\N
GR-29,Lower Teepee,Sheep/Carter Creek Drainages,,\N,\N,\N,\N,\N,\N,\N,"Brookies, Cutthroats",\N,\N,\N,\N,0,0,\N,\N,\N,\N
GR-3,Spirit Lake,Sheep/Carter Creek Drainages,,\N,\N,\N,\N,\N,\N,\N,"Cutthroats, Rainbows*, Tigers",\N,\N,\N,\N,0,0,40.8412567,-109.999221,osm-name,seed_unverified
GR-30,Upper Teepee,Sheep/Carter Creek Drainages,,\N,\N,\N,6.5,28,9430,"This circular lake is located in dense timber 150 yards southeast of Lower Teepee Lake (see Lower Teepee Lake access). Upper Teepee Lake is 6.5 acres, 9,430 feet in elevation with a maximum depth of 28 feet. Campsites are limited, and there are no springs or horse feed in the area. Fishing could be spotty as the lake winterkills occasionally. It may have a few cutthroat trout. Fishing pressure is moderate.","Cutthroats*, Grayling*, Tigers",Moderate,\N,\N,\N,0,0,\N,\N,\N,\N
GR-31,\N,Ashley Creek Drainage,,\N,\N,\N,6.0,6,9270,"This natural, irregular shaped lake is essentially an on stream portion of the Sheep Creek Canal, which supplies irrigation water to northern Daggett County. This makes the lake fairly easy to find. Simply follow the canal 1.2 miles northwest from its junction with the Leidy Peak Trail [012]. GR-31 is the first lake you come to directly below the canal's first major waterfall. Total distance from Browne Lake is approximately 4.1 miles. The lake is 6.0 acres, 9,270 feet in elevation with a maximum depth of 6 feet. There is no spring water, campsites, or horse feed in the immediate vicinity. Horse feed and a few campsites are available in a small meadow along the canal 0.3 miles upstream. Fishing pressure is very light for naturally produced brook trout.","Brookies*, Cutthroats",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-32,One Fish,Sheep/Carter Creek Drainages,,\N,\N,\N,4.5,35,9350,"One Fish Lake is located in heavy timber just a few yards north of the Sheep Creek Canal 0.3 miles downstream from where the canal crosses the Leidy Peak Trail. Total distance from Browne Lake is 3.0 miles. Campsites, horse feed and spring water are available in the large meadow 0.2 miles southeast of the canal. The lake is 4.5 acres, 9,350 feet in elevation with a maximum depth of 35 feet. Unless you are an expert don't bother taking a fly rod. The dense timber makes back casting almost impossible. Fishing pressure is light for stocked brook trout.","Brookies, Grayling",Low,\N,\N,\N,0,0,\N,\N,\N,\N
GR-33,Red Lake,Sheep/Carter Creek Drainages,,\N,\N,\N,20.9,57,9850,"This fairly large, irregular shaped lake is located at the end of a rough, rocky trail 1.2 miles south of the Teepee Lakes. The trail to Red Lake diverges from the Leidy Peak Trail just south of its junction with the Sheep Creek Canal. Total distance from Browne Lake is 4.4 miles. Leidy Peak, located south of the lake, provides a stunning backdrop. Red Lake is 20.9 acres, 9,850 feet in elevation with a maximum depth of 57 feet. Good campsites are very infrequent in the rough, timbered country surrounding the lake. Spring water is also unavailable. Sparse horse feed can be found in meadows to the north along the outlet. Deep sod-covered potholes abound in the meadow. You may want to picket horses on firmer ground rather than turning them loose with hobbles. Fishing pressure is light to moderate for stocked brook trout.","Brookies, Cutthroats, Grayling, Tiger muskie, Tigers",Low,\N,\N,\N,0,0,40.7951738,-109.834286,osm-name,seed_unverified
GR-34,Lakeshore,Ashley Creek Drainage,,\N,\N,\N,11.1,18,10792,"This picturesque lake is located in a meadow near the upper end of Lakeshore Basin, surrounded by rolling ridges and scattered timber. Elevation 10,792 feet, 11.1 acres, 18 feet maximum depth. Access is via a well-marked Forest Service trail 4¼ miles from Ashley Twins Reservoir or southwest via a Forest Service trail 5 miles from the trailhead at Hacking Lake. Horse access is easy; and camping, horsefeed and springs are abundant around the lake. Sheep grazing is quite heavy in the surrounding watershed. Slow-growing brook and cutthroat trout inhabit the lake. Fishing pressure is moderate.","Brookies*, Cutthroats*, Tiger muskie, Tigers*",Moderate,\N,\N,\N,0,0,40.7538122,-109.8629837,osm-name,seed_unverified
GR-35,Ashley Twin Reservoir,Ashley Creek Drainage,,"## Location:
Ashley Twin Lake also known as Ashley Twin Reservoir GR-35 is located in the Uintah County, Utah. The reservoir sits in the Ashley Creek Drainage area of the Uinta Mountain Range. From Main Street in Vernal, Utah head to the city of Maeser via 500 W/UT 121 which turns into 500 N. Turn onto N 3500 W which will head north for awhile before it becomes Dry Fork Settlement Road. Do not take the Deep Creek Road stay on Dry Fork Settlement road, after 15 miles from the starting route the road will fork. Take FR018 for ten and a half miles then turn left onto FR027. Follow FR027 the remaining 4 miles to the lake. Everyone claims the last 4 miles is a really rough road so you might want to take a Ford to be safe.

## Fish Species:
Brook Trout, Rainbow Trout, and Cutthroat Trout.

## Other Info:
Hikes and Lakes has a couple of pictures of Ashley Twin Reservoir.

## Historical DWR Info:
This fluctuating reservoir has a large earthen dam about 475 yards long on the east end. Elevation 10,332 feet, 20.7 to 30.3 acres, 8 to 18 feet maximum depth. At maximum drawdown, three small lakes are formed (North, South and East) along with numerous small isolated pools. The stream between North and South lakes has been channeled. Jeep access is possible by going 5 1/2 miles west from the marked sign on the Red Cloud Loop Road 27 miles north of Vernal. Horses cannot be hauled the last 3 miles because of the rugged road. Marginal camping is available near the dam, and horsefeed is abundant a quarter mile southeast in a long meadow. The only spring water available enters on the southwest corner of the lake. The fishery contains sizable brook and pan-size cutthroat trout. Cutthroat spawn naturally in the spring-fed inlet. Angling pressure drops off considerably in late summer because of the mucky shoreline resulting from drawdown.

## Nearby Areas to Fish:
Upper Goose Lake, Goose Lakes, Hopper Lake, Fish Lake, Chimney Rock Lake,",\N,\N,25.0,18,10332,"This fluctuating reservoir has a large earthen dam about 475 yards long on the east end. Elevation 10,332 feet, 20.7 to 30.3 acres, 8 to 18 feet maximum depth. At maximum drawdown, three small lakes are formed (North, South and East) along with numerous small isolated pools. The stream between North and South lakes has been channeled. Jeep access is possible by going 5½ miles west from the marked sign on the Red Cloud Loop Road 27 miles north of Vernal. Horses cannot be hauled the last 3 miles because of the rugged road. Marginal camping is available near the dam, and horsefeed is abundant ¼ mile southeast in a long meadow. The only spring water available enters on the southwest corner of the lake. The fishery contains sizable brook and pan-size cutthroat trout. Cutthroat spawn naturally in the spring-fed inlet. Angling pressure drops off considerably in late summer because of the mucky shoreline resulting from drawdown.","Brookies, Cutthroats*",Moderate,\N,\N,\N,0,0,\N,\N,\N,\N
GR-36,Wilde,Ashley Creek Drainage,,\N,\N,\N,4.3,13,10950,"This natural lake sits just below timberline in a small basin at the southwest corner of Leidy Peak. Elevation 10,950 feet, 4.3 acres, 13 feet maximum depth. It is the largest lake in a series of three cirque lakes. Access is via a trail from Ashley Twins Reservoir four miles into Lakeshore Basin. Turn north at a small meadow pond (GR-76) and go ½ mile past another Lake (GR-77) climbing a steep, talus ledge into Wilde Lake Basin. Horse access is impossible the last ½ mile. Camping sites, springs and horsefeed are available ½ mile south of Wilde in Lakeshore Basin. The lake contains no fish, but the area is scenic for those seeking solitude.",Grayling,\N,\N,\N,\N,0,0,40.7629881,-109.8752021,osm-name-drainage,seed_unverified
GR-38,Deadman,Ashley Creek Drainage,,\N,\N,\N,7.0,9,10790,"This natural lake sits in open, windy terrain at the head of Dry Fork Basin. Elevation 10,790 feet, 7 acres, 9 feet maximum depth. Take jeep road to Blanchett Park 3 miles north of Paradise Park Reservoir. Go 5 miles north via a well-marked Forest Service trail to the lake. Though horse access is very good, feed is limited. Campsites are marginal along the south shore. Both brook and cutthroat trout inhabit the lake, but are not abundant. Fishing and camping pressure at Deadman is heavy; it is also somewhat popular with scout groups.","Brookies, Cutthroats*",High,\N,\N,\N,0,0,40.7720881,-109.9109166,osm-name,seed_unverified
