letter_number,county,species,quantity,length,stock_date,source_year
W-25,SUMMIT,Brookies,994,2.48,2004-07-06,2004
W-25,SUMMIT,Brookies,998,3.22,2007-07-09,2007
W-25,SUMMIT,Brookies,1000,2.79,2010-07-08,2010
W-25,SUMMIT,Brookies,760,2.3,2012-06-25,2012
W-25,SUMMIT,Brookies,758,2.61,2013-07-02,2013
W-25,SUMMIT,Brookies,859,2.29,2017-07-12,2017
W-25,SUMMIT,Brookies,845,2.68,2019-07-09,2019
W-25,SUMMIT,Brookies,851,2.79,2021-06-29,2021
W-25,SUMMIT,Brookies,845,2.68,2023-07-13,2023
W-26,SUMMIT,Brookies,903,2.54,2002-06-24,2002
W-26,SUMMIT,Brookies,897,2.48,2004-07-06,2004
W-26,SUMMIT,Brookies,900,2.75,2006-07-07,2006
W-26,SUMMIT,Brookies,900,2.92,2008-07-08,2008
W-26,SUMMIT,Brookies,897,2.79,2010-07-08,2010
W-26,SUMMIT,Brookies,912,2.5,2015-07-01,2015
W-26,SUMMIT,Brookies,462,2.47,2020-07-30,2020
W-26,SUMMIT,Brookies,494,2.68,2023-07-13,2023
W-26,SUMMIT,Brookies,500,3.01,2025-06-25,2025
W-27,SUMMIT,Tigers,2211,2.75,2014-06-12,2014
W-27,SUMMIT,Tigers,1599,2.34,2018-07-09,2018
W-27,SUMMIT,Tigers,2214,2.65,2022-06-28,2022
W-28,SUMMIT,Brookies,403,2.62,2003-06-30,2003
W-28,SUMMIT,Brookies,402,2.65,2005-07-13,2005
W-28,SUMMIT,Brookies,398,3.22,2007-07-09,2007
W-28,SUMMIT,Brookies,400,2.71,2009-07-07,2009
W-28,SUMMIT,Brookies,397,2.68,2012-08-06,2012
W-28,SUMMIT,Brookies,398,1.78,2014-07-07,2014
W-28,SUMMIT,Brookies,399,2.16,2016-06-28,2016
W-28,SUMMIT,Brookies,400,2.88,2018-06-26,2018
W-28,SUMMIT,Brookies,396,2.47,2020-07-30,2020
W-28,SUMMIT,Brookies,396,2.75,2022-06-27,2022
W-28,SUMMIT,Brookies,398,2.9,2024-07-02,2024
W-30,SUMMIT,Cutthroats,4022,1.53,2006-10-09,2006
W-30,SUMMIT,Cutthroats,4004,1.55,2010-09-15,2010
W-30,SUMMIT,Tigers,2392,2.94,2011-08-01,2011
W-30,SUMMIT,Tigers,2240,3.55,2015-07-07,2015
W-30,SUMMIT,Cutthroats,4021,2.35,2019-09-26,2019
W-30,SUMMIT,Cutthroats,1999,2.28,2023-09-19,2023
W-30,SUMMIT,Cutthroats,2018,2.26,2025-09-17,2025
W-31,SUMMIT,Brookies,61,2.54,2002-06-24,2002
W-31,SUMMIT,Brookies,60,2.75,2006-07-07,2006
W-31,SUMMIT,Brookies,63,2.79,2010-07-08,2010
W-31,SUMMIT,Brookies,57,1.78,2014-07-07,2014
W-31,SUMMIT,Brookies,63,2.88,2018-07-09,2018
W-31,SUMMIT,Brookies,60,2.75,2022-06-27,2022
W-32,SUMMIT,Brookies,704,2.54,2002-06-24,2002
W-32,SUMMIT,Brookies,695,2.62,2003-06-30,2003
W-32,SUMMIT,Brookies,701,2.48,2004-07-06,2004
W-32,SUMMIT,Brookies,697,2.65,2005-07-13,2005
W-32,SUMMIT,Brookies,698,3.22,2007-07-09,2007
W-32,SUMMIT,Brookies,700,2.71,2009-07-07,2009
W-32,SUMMIT,Brookies,699,2.68,2012-08-06,2012
W-32,SUMMIT,Brookies,704,2.5,2015-07-01,2015
W-32,SUMMIT,Brookies,700,2.88,2018-06-26,2018
W-32,SUMMIT,Brookies,702,2.79,2021-06-29,2021
W-32,SUMMIT,Brookies,702,2.68,2023-07-13,2023
W-32,SUMMIT,Brookies,700,3.01,2025-06-25,2025
W-35,SUMMIT,Brookies,600,3.22,2007-07-09,2007
W-35,SUMMIT,Brookies,1497,2.3,2012-06-25,2012
W-35,SUMMIT,Grayling,897,3.13,2013-09-20,2013
W-35,SUMMIT,Brookies,912,2.5,2015-07-01,2015
W-35,SUMMIT,Grayling,902,3.31,2018-10-15,2018
W-35,SUMMIT,Brookies,908,2.47,2020-07-30,2020
W-35,SUMMIT,Brookies,650,2.68,2023-07-13,2023
W-35,SUMMIT,Grayling,448,2.47,2024-09-25,2024
W-36,SUMMIT,Brookies,3060,2.54,2002-06-24,2002
W-36,SUMMIT,Brookies,2999,2.48,2004-07-06,2004
W-36,SUMMIT,Brookies,3000,2.75,2006-07-07,2006
W-36,SUMMIT,Brookies,3000,2.92,2008-07-08,2008
W-36,SUMMIT,Brookies,3002,2.79,2010-07-08,2010
W-36,SUMMIT,Brookies,2995,2.3,2012-06-25,2012
W-36,SUMMIT,Brookies,3070,2.4,2014-06-19,2014
W-36,SUMMIT,Brookies,3001,2.16,2016-06-28,2016
W-36,SUMMIT,Brookies,3000,2.88,2018-06-27,2018
W-36,SUMMIT,Brookies,1502,2.47,2020-07-30,2020
W-36,SUMMIT,Brookies,1196,2.79,2021-06-28,2021
W-36,SUMMIT,Brookies,1500,2.75,2022-06-27,2022
W-36,SUMMIT,Brookies,1495,2.68,2023-07-13,2023
W-36,SUMMIT,Brookies,1499,2.9,2024-07-02,2024
W-36,SUMMIT,Brookies,1000,3.01,2025-06-26,2025
W-38,SUMMIT,Brookies,566,2.54,2002-06-24,2002
W-38,SUMMIT,Brookies,496,2.65,2005-07-13,2005
W-38,SUMMIT,Brookies,504,2.75,2006-07-07,2006
W-38,SUMMIT,Brookies,500,2.92,2008-07-08,2008
W-38,SUMMIT,Brookies,500,2.71,2009-07-06,2009
W-38,SUMMIT,Brookies,500,2.61,2013-07-02,2013
W-38,SUMMIT,Brookies,542,2.4,2014-06-19,2014
W-38,SUMMIT,Brookies,500,2.16,2016-06-28,2016
W-38,SUMMIT,Brookies,503,2.29,2017-07-12,2017
W-38,SUMMIT,Brookies,377,2.68,2019-07-09,2019
W-38,SUMMIT,Brookies,528,2.47,2020-07-30,2020
W-38,SUMMIT,Brookies,504,2.75,2022-06-27,2022
W-38,SUMMIT,Brookies,494,2.68,2023-07-13,2023
W-38,SUMMIT,Brookies,250,3.01,2025-06-26,2025
W-40,SUMMIT,Cutthroats,4197,3.26,2003-10-01,2003
W-40,SUMMIT,Cutthroats,4202,2.27,2004-09-28,2004
W-40,SUMMIT,Cutthroats,4273,1.53,2006-10-09,2006
W-40,SUMMIT,Cutthroats,4235,1.55,2010-09-15,2010
W-40,SUMMIT,Tigers,2517,2.94,2011-08-01,2011
W-40,SUMMIT,Cutthroats,3398,1.92,2015-09-19,2015
W-40,SUMMIT,Tigers,956,2.34,2018-07-09,2018
W-40,SUMMIT,Tigers,1306,2.69,2021-06-30,2021
W-40,SUMMIT,Tigers,902,2.83,2023-07-14,2023
W-40,SUMMIT,Tigers,900,3.8,2025-07-02,2025
W-41,SUMMIT,Cutthroats,794,1.89,2004-09-28,2004
W-41,SUMMIT,Cutthroats,838,1.53,2006-10-09,2006
W-41,SUMMIT,Cutthroats,770,1.55,2010-09-15,2010
W-41,SUMMIT,Tigers,478,2.94,2011-08-01,2011
W-41,SUMMIT,Cutthroats,810,1.92,2015-09-19,2015
W-41,SUMMIT,Tigers,234,2.34,2018-07-09,2018
W-41,SUMMIT,Tigers,294,2.69,2021-06-30,2021
W-41,SUMMIT,Cutthroats,199,2.28,2023-09-19,2023
W-41,SUMMIT,Cutthroats,412,2.4,2024-09-24,2024
W-41,SUMMIT,Cutthroats,311,2.5,2025-09-17,2025
W-42,SUMMIT,Brookies,396,2.75,2006-07-07,2006
W-42,SUMMIT,Brookies,400,2.71,2009-07-07,2009
W-42,SUMMIT,Brookies,391,2.3,2012-06-25,2012
W-42,SUMMIT,Brookies,400,2.5,2015-07-01,2015
W-42,SUMMIT,Brookies,399,2.88,2018-07-09,2018
W-42,SUMMIT,Brookies,403,2.79,2021-06-29,2021
W-42,SUMMIT,Brookies,398,2.9,2024-07-02,2024
W-44,SUMMIT,Brookies,396,2.75,2006-07-07,2006
W-44,SUMMIT,Brookies,403,2.79,2010-07-08,2010
W-44,SUMMIT,Brookies,398,1.78,2014-07-07,2014
W-44,SUMMIT,Brookies,400,2.88,2018-06-27,2018
W-44,SUMMIT,Brookies,396,2.75,2022-06-27,2022
W-45,SUMMIT,Cutthroats,6704,1.53,2006-10-09,2006
W-45,SUMMIT,Cutthroats,6699,1.55,2010-09-15,2010
W-45,SUMMIT,Tigers,4025,2.94,2011-08-01,2011
W-45,SUMMIT,Tigers,2211,2.75,2014-06-12,2014
W-45,SUMMIT,Tigers,2198,3.55,2016-06-29,2016
W-45,SUMMIT,Tigers,1599,2.34,2018-07-09,2018
W-45,SUMMIT,Tigers,2200,3.15,2020-09-21,2020
W-45,SUMMIT,Tigers,2214,2.65,2022-06-28,2022
W-45,SUMMIT,Cutthroats,3334,2.4,2024-09-24,2024
W-51,SUMMIT,Brookies,275,2.54,2002-06-24,2002
W-51,SUMMIT,Brookies,277,2.48,2004-07-06,2004
W-51,SUMMIT,Brookies,276,2.75,2006-07-07,2006
W-51,SUMMIT,Brookies,270,2.92,2008-07-08,2008
W-51,SUMMIT,Brookies,265,2.79,2010-07-08,2010
W-51,SUMMIT,Brookies,260,2.3,2012-06-25,2012
W-51,SUMMIT,Brookies,270,1.78,2014-07-07,2014
W-51,SUMMIT,Brookies,310,2.44,2016-07-26,2016
W-51,SUMMIT,Brookies,270,2.88,2018-06-26,2018
W-51,SUMMIT,Brookies,281,2.47,2020-07-30,2020
W-51,SUMMIT,Brookies,276,2.75,2022-06-27,2022
W-51,SUMMIT,Brookies,265,2.9,2024-07-02,2024
W-52,SUMMIT,Brookies,361,2.62,2003-06-30,2003
W-52,SUMMIT,Brookies,359,2.48,2004-07-06,2004
W-52,SUMMIT,Brookies,360,2.92,2008-07-08,2008
W-52,SUMMIT,Brookies,369,2.3,2012-06-25,2012
W-52,SUMMIT,Brookies,396,2.44,2016-07-26,2016
W-52,SUMMIT,Brookies,363,2.47,2020-07-30,2020
W-52,SUMMIT,Brookies,357,2.9,2024-07-02,2024
W-53,SUMMIT,Brookies,107,2.54,2002-06-24,2002
W-53,SUMMIT,Brookies,98,2.48,2004-07-06,2004
W-53,SUMMIT,Brookies,108,2.75,2006-07-07,2006
W-53,SUMMIT,Brookies,100,2.92,2008-07-08,2008
W-53,SUMMIT,Brookies,104,2.79,2010-07-08,2010
W-53,SUMMIT,Brookies,109,2.3,2012-06-25,2012
W-57,SUMMIT,Brookies,306,2.62,2003-06-30,2003
W-57,SUMMIT,Brookies,293,2.48,2004-07-06,2004
W-57,SUMMIT,Brookies,300,3.22,2007-07-09,2007
W-57,SUMMIT,Brookies,299,2.79,2010-07-08,2010
W-57,SUMMIT,Brookies,307,2.61,2013-07-02,2013
W-57,SUMMIT,Brookies,327,2.44,2016-07-26,2016
W-57,SUMMIT,Brookies,299,2.68,2019-07-09,2019
W-58,SUMMIT,Cutthroats,838,1.89,2004-09-28,2004
W-58,SUMMIT,Cutthroats,838,1.53,2006-10-09,2006
W-58,SUMMIT,Goldens,1200,1.53,2014-09-24,2014
W-58,SUMMIT,Goldens,1197,3.19,2015-08-25,2015
W-58,SUMMIT,Grayling,144,2.81,2020-09-21,2020
W-58,SUMMIT,Grayling,151,2.65,2021-09-21,2021
W-58,SUMMIT,Grayling,148,2.47,2024-09-25,2024
W-59,SUMMIT,Brookies,153,3.03,2022-09-26,2022
W-59,SUMMIT,Brookies,200,3.01,2025-06-25,2025
W-62,SUMMIT,Brookies,199,2.54,2002-06-24,2002
W-62,SUMMIT,Brookies,209,2.62,2003-06-30,2003
W-62,SUMMIT,Brookies,196,2.48,2004-07-06,2004
W-62,SUMMIT,Brookies,203,3.22,2007-07-09,2007
W-62,SUMMIT,Brookies,196,2.79,2010-07-08,2010
W-62,SUMMIT,Brookies,210,2.61,2013-07-02,2013
W-62,SUMMIT,Brookies,200,2.16,2016-06-28,2016
W-62,SUMMIT,Brookies,195,2.68,2019-07-09,2019
W-62,SUMMIT,Brookies,204,2.75,2022-06-27,2022
W-62,SUMMIT,Brookies,200,3.01,2025-06-25,2025
W-64,SUMMIT,Brookies,107,2.54,2002-06-24,2002
W-64,SUMMIT,Brookies,496,2.65,2005-07-13,2005
W-64,SUMMIT,Brookies,100,2.92,2008-07-08,2008
W-64,SUMMIT,Brookies,96,2.68,2012-08-06,2012
W-64,SUMMIT,Brookies,102,1.78,2014-07-07,2014
W-64,SUMMIT,Brookies,105,2.29,2017-07-12,2017
W-64,SUMMIT,Brookies,115,2.47,2020-07-30,2020
W-64,SUMMIT,Brookies,104,2.68,2023-07-13,2023
W-65,SUMMIT,Brookies,306,2.54,2002-06-24,2002
W-65,SUMMIT,Brookies,293,2.48,2004-07-06,2004
W-65,SUMMIT,Brookies,300,2.75,2006-07-07,2006
W-65,SUMMIT,Brookies,300,2.92,2008-07-08,2008
W-65,SUMMIT,Brookies,299,2.79,2010-07-08,2010
W-65,SUMMIT,Brookies,304,2.3,2012-06-25,2012
W-65,SUMMIT,Brookies,301,1.78,2014-07-07,2014
W-65,SUMMIT,Brookies,301,2.16,2016-06-28,2016
W-65,SUMMIT,Brookies,300,2.88,2018-06-26,2018
W-65,SUMMIT,Brookies,297,2.47,2020-07-30,2020
W-65,SUMMIT,Brookies,300,2.75,2022-06-27,2022
W-65,SUMMIT,Brookies,296,2.9,2024-07-02,2024
W-66,SUMMIT,Brookies,199,2.54,2002-06-24,2002
W-66,SUMMIT,Brookies,209,2.62,2003-06-30,2003
W-66,SUMMIT,Brookies,196,2.48,2004-07-06,2004
W-66,SUMMIT,Brookies,201,2.65,2005-07-13,2005
W-66,SUMMIT,Brookies,204,2.75,2006-07-07,2006
W-66,SUMMIT,Brookies,203,3.22,2007-07-09,2007
W-66,SUMMIT,Brookies,200,2.92,2008-07-08,2008
W-66,SUMMIT,Brookies,200,2.71,2009-07-06,2009
W-66,SUMMIT,Brookies,196,2.79,2010-07-08,2010
W-66,SUMMIT,Brookies,195,2.3,2012-06-25,2012
W-66,SUMMIT,Brookies,210,2.61,2013-07-02,2013
W-66,SUMMIT,Brookies,199,1.78,2014-07-07,2014
W-66,SUMMIT,Brookies,208,2.5,2015-07-01,2015
W-66,SUMMIT,Brookies,200,2.16,2016-06-28,2016
W-66,SUMMIT,Brookies,210,2.29,2017-07-12,2017
W-66,SUMMIT,Brookies,200,2.88,2018-06-26,2018
W-66,SUMMIT,Brookies,195,2.68,2019-07-09,2019
W-66,SUMMIT,Brookies,198,2.47,2020-07-30,2020
W-66,SUMMIT,Brookies,196,2.79,2021-06-29,2021
W-66,SUMMIT,Brookies,204,2.75,2022-06-27,2022
W-66,SUMMIT,Brookies,195,2.68,2023-07-13,2023
W-66,SUMMIT,Brookies,204,2.9,2024-07-02,2024
W-66,SUMMIT,Brookies,200,3.01,2025-06-25,2025
W-67,SUMMIT,Cutthroats,2262,1.53,2006-10-09,2006
W-67,SUMMIT,Cutthroats,1463,1.55,2010-09-15,2010
W-67,SUMMIT,Tigers,1352,2.94,2011-08-01,2011
W-67,SUMMIT,Tigers,1202,2.65,2019-07-09,2019
W-67,SUMMIT,Cutthroats,159,2.43,2022-09-19,2022
W-67,SUMMIT,Cutthroats,653,2.51,2022-09-19,2022
W-67,SUMMIT,Cutthroats,399,2.28,2023-09-19,2023
W-67,SUMMIT,Cutthroats,823,2.4,2024-09-24,2024
W-67,SUMMIT,Cutthroats,804,2.5,2025-09-17,2025
WR-1,DUCHESNE,Brookies,412,2.34,2002-06-27,2002
WR-1,DUCHESNE,Brookies,415,2.6,2007-07-16,2007
WR-1,DUCHESNE,Brookies,412,2.3,2012-07-09,2012
WR-1,DUCHESNE,Brookies,434,2.53,2017-07-09,2017
WR-1,DUCHESNE,Brookies,420,3.62,2022-07-06,2022
WR-1,DUCHESNE,Brookies,320,2.93,2024-06-26,2024
WR-12,DUCHESNE,Brookies,572,2.48,2003-07-03,2003
WR-12,DUCHESNE,Brookies,586,2.6,2007-07-16,2007
WR-12,DUCHESNE,Brookies,580,2.38,2010-07-15,2010
WR-12,DUCHESNE,Brookies,588,2.57,2013-07-10,2013
WR-12,DUCHESNE,Brookies,628,2.06,2016-06-30,2016
WR-12,DUCHESNE,Brookies,580,4.0,2020-07-27,2020
WR-12,DUCHESNE,Brookies,580,3.62,2022-07-06,2022
WR-12,DUCHESNE,Brookies,403,2.93,2024-06-26,2024
WR-13,DUCHESNE,Rainbows,2001,9.58,2002-06-18,2002
WR-13,DUCHESNE,Rainbows,385,10.03,2003-07-23,2003
WR-13,DUCHESNE,Rainbows,519,8.14,2003-07-23,2003
WR-13,DUCHESNE,Rainbows,901,9.81,2004-06-28,2004
WR-13,DUCHESNE,Rainbows,897,8.62,2004-07-20,2004
WR-13,DUCHESNE,Rainbows,1390,10.77,2005-07-12,2005
WR-13,DUCHESNE,Rainbows,696,10.77,2006-07-21,2006
WR-13,DUCHESNE,Rainbows,463,10.0,2007-06-05,2007
WR-13,DUCHESNE,Rainbows,464,11.16,2007-07-31,2007
WR-13,DUCHESNE,Rainbows,1400,9.92,2008-06-18,2008
WR-13,DUCHESNE,Rainbows,700,9.51,2009-06-30,2009
WR-13,DUCHESNE,Rainbows,700,9.76,2009-07-22,2009
WR-13,DUCHESNE,Rainbows,1700,9.63,2010-06-28,2010
WR-13,DUCHESNE,Rainbows,1157,10.28,2011-07-08,2011
WR-13,DUCHESNE,Rainbows,578,10.14,2012-06-27,2012
WR-13,DUCHESNE,Rainbows,290,10.77,2012-07-23,2012
WR-13,DUCHESNE,Rainbows,600,10.0,2013-06-11,2013
WR-13,DUCHESNE,Rainbows,2040,3.47,2013-08-14,2013
WR-13,DUCHESNE,Rainbows,744,4.32,2014-06-04,2014
WR-13,DUCHESNE,Rainbows,1155,8.94,2014-06-04,2014
WR-13,DUCHESNE,Rainbows,1152,9.44,2015-06-18,2015
WR-13,DUCHESNE,Tigers,502,2.35,2018-07-10,2018
WR-13,DUCHESNE,Tigers,500,2.65,2019-07-11,2019
WR-13,DUCHESNE,Tigers,496,3.2,2020-07-06,2020
WR-13,DUCHESNE,Channel catfish,250,13.57,2021-06-10,2021
WR-13,DUCHESNE,Tigers,502,3.28,2021-07-01,2021
WR-13,DUCHESNE,Tigers,501,3.69,2022-07-06,2022
WR-13,DUCHESNE,Tigers,496,2.7,2023-07-21,2023
WR-13,DUCHESNE,Tigers,249,3.95,2023-09-19,2023
WR-13,DUCHESNE,Tigers,495,3.64,2024-06-26,2024
WR-13,DUCHESNE,Tigers,500,3.69,2025-06-30,2025
WR-14,DUCHESNE,Cutthroats,2004,1.42,2008-09-24,2008
WR-14,DUCHESNE,Cutthroats,1982,1.45,2013-10-07,2013
WR-14,DUCHESNE,Cutthroats,2016,1.76,2018-10-12,2018
WR-14,DUCHESNE,Cutthroats,1684,1.45,2023-09-19,2023
WR-14,DUCHESNE,Cutthroats,1671,2.11,2025-09-18,2025
WR-16,DUCHESNE,Cutthroats,595,1.42,2008-09-24,2008
WR-16,DUCHESNE,Cutthroats,566,1.45,2013-10-07,2013
WR-16,DUCHESNE,Cutthroats,413,1.74,2018-10-12,2018
WR-16,DUCHESNE,Cutthroats,569,1.7,2019-09-23,2019
WR-16,DUCHESNE,Cutthroats,468,1.45,2023-09-19,2023
WR-16,DUCHESNE,Cutthroats,400,2.11,2025-09-18,2025
WR-17,DUCHESNE,Cutthroats,1002,1.42,2008-09-24,2008
WR-17,DUCHESNE,Tigers,1872,3.08,2013-07-08,2013
WR-17,DUCHESNE,Tigers,1872,2.35,2018-07-10,2018
WR-17,DUCHESNE,Tigers,1871,3.71,2025-07-07,2025
WR-19,DUCHESNE,Cutthroats,980,1.43,2009-09-16,2009
WR-19,DUCHESNE,Cutthroats,1038,1.45,2013-10-07,2013
WR-19,DUCHESNE,Cutthroats,545,1.47,2016-09-20,2016
WR-19,DUCHESNE,Cutthroats,506,1.7,2019-09-23,2019
WR-19,DUCHESNE,Tiger muskie,100,3.39,2022-07-06,2022
WR-19,DUCHESNE,Tiger muskie,150,5.93,2024-06-26,2024
WR-2,DUCHESNE,Cutthroats,1227,1.45,2013-10-07,2013
WR-2,DUCHESNE,Cutthroats,1197,1.62,2017-09-25,2017
WR-2,DUCHESNE,Cutthroats,599,1.48,2024-09-23,2024
WR-33,DUCHESNE,Grayling,1021,1.66,2006-08-02,2006
WR-33,DUCHESNE,Grayling,1007,2.02,2010-09-14,2010
WR-33,DUCHESNE,Grayling,1020,3.22,2013-10-07,2013
WR-33,DUCHESNE,Grayling,681,2.79,2017-09-20,2017
WR-33,DUCHESNE,Grayling,706,2.39,2019-10-01,2019
WR-34,DUCHESNE,Cutthroats,903,1.42,2008-09-24,2008
WR-34,DUCHESNE,Cutthroats,944,1.45,2013-10-07,2013
WR-34,DUCHESNE,Cutthroats,649,1.74,2018-10-12,2018
WR-34,DUCHESNE,Cutthroats,898,1.48,2024-09-23,2024
WR-35,DUCHESNE,Brookies,1521,2.48,2003-07-03,2003
WR-35,DUCHESNE,Brookies,1500,2.92,2008-07-10,2008
WR-35,DUCHESNE,Brookies,1529,2.57,2013-07-10,2013
WR-35,DUCHESNE,Brookies,1533,2.88,2018-07-10,2018
WR-35,DUCHESNE,Brookies,1536,3.62,2022-07-06,2022
WR-36,DUCHESNE,Brookies,1406,2.48,2003-07-03,2003
WR-36,DUCHESNE,Brookies,1400,2.92,2008-07-10,2008
WR-36,DUCHESNE,Brookies,1395,2.57,2013-07-10,2013
WR-36,DUCHESNE,Brookies,1407,2.88,2018-07-10,2018
WR-36,DUCHESNE,Brookies,1394,3.62,2022-07-06,2022
WR-4,DUCHESNE,Brookies,1997,2.65,2005-07-15,2005
WR-4,DUCHESNE,Brookies,4120,2.38,2010-07-15,2010
WR-4,DUCHESNE,Brookies,4170,2.06,2016-06-30,2016
WR-4,DUCHESNE,Brookies,4087,3.49,2020-07-06,2020
WR-4,DUCHESNE,Cutthroats,936,1.45,2023-09-19,2023
WR-4,DUCHESNE,Brookies,1448,3.4,2025-06-30,2025
WR-4,DUCHESNE,Brookies,1448,3.4,2025-07-01,2025
WR-40,UINTAH,Brookies,118,2.34,2002-06-27,2002
WR-40,UINTAH,Brookies,129,2.6,2007-07-16,2007
WR-40,UINTAH,Brookies,130,2.3,2012-07-09,2012
WR-40,UINTAH,Tigers,997,3.62,2016-07-14,2016
WR-40,UINTAH,Brookies,1023,2.53,2017-07-09,2017
WR-40,UINTAH,Brookies,1000,3.62,2022-07-06,2022
WR-42,UINTAH,Cutthroats,403,1.48,2024-09-23,2024
WR-43,UINTAH,Brookies,697,2.65,2005-07-15,2005
WR-44,UINTAH,Brookies,1501,2.65,2005-07-15,2005
WR-44,UINTAH,Brookies,1400,2.38,2010-07-15,2010
WR-44,UINTAH,Brookies,1457,2.06,2016-06-30,2016
WR-44,UINTAH,Brookies,1394,3.49,2020-07-06,2020
WR-44,UINTAH,Brookies,697,3.0,2023-07-21,2023
WR-44,UINTAH,Brookies,996,3.4,2025-07-01,2025
WR-45,UINTAH,Cutthroats,299,1.48,2024-09-23,2024
WR-48,UINTAH,Brookies,1799,2.48,2003-07-03,2003
WR-48,UINTAH,Brookies,1800,2.92,2008-07-10,2008
WR-48,UINTAH,Brookies,1798,2.57,2013-07-10,2013
WR-48,UINTAH,Brookies,1806,2.88,2018-07-10,2018
WR-48,UINTAH,Brookies,1795,3.62,2022-07-06,2022
WR-49,DUCHESNE,Brookies,4010,2.46,2004-07-07,2004
WR-49,DUCHESNE,Brookies,4001,2.88,2006-07-12,2006
WR-49,DUCHESNE,Tigers,1098,3.08,2013-07-08,2013
WR-49,DUCHESNE,Brookies,3999,2.57,2013-07-10,2013
WR-49,DUCHESNE,Brookies,4056,2.06,2016-06-30,2016
WR-49,DUCHESNE,Brookies,1997,3.32,2021-07-01,2021
WR-49,DUCHESNE,Tigers,1993,3.28,2021-07-01,2021
WR-49,DUCHESNE,Brookies,1996,3.4,2025-06-30,2025
WR-5,DUCHESNE,Cutthroats,1399,1.42,2008-09-24,2008
WR-5,DUCHESNE,Cutthroats,1416,1.45,2013-10-07,2013
WR-5,DUCHESNE,Cutthroats,1397,1.62,2017-09-25,2017
WR-5,DUCHESNE,Cutthroats,1412,1.9,2021-09-22,2021
WR-5,DUCHESNE,Cutthroats,1002,1.48,2024-09-23,2024
WR-52,DUCHESNE,Brookies,677,3.4,2025-07-01,2025
WR-53,DUCHESNE,Cutthroats,599,1.48,2024-09-23,2024
WR-54,DUCHESNE,Brookies,670,2.65,2005-07-15,2005
WR-54,DUCHESNE,Brookies,680,2.38,2010-07-15,2010
WR-54,DUCHESNE,Brookies,677,2.61,2015-07-06,2015
WR-54,DUCHESNE,Brookies,677,3.49,2020-07-06,2020
WR-55,DUCHESNE,Brookies,1845,2.34,2002-06-27,2002
WR-55,DUCHESNE,Brookies,1840,2.92,2008-07-10,2008
WR-55,DUCHESNE,Brookies,1845,2.3,2012-07-09,2012
WR-55,DUCHESNE,Brookies,1860,2.53,2017-07-09,2017
WR-55,DUCHESNE,Brookies,1832,3.62,2022-07-06,2022
WR-57,DUCHESNE,Cutthroats,674,1.61,2019-09-23,2019
WR-57,DUCHESNE,Cutthroats,655,1.45,2023-09-19,2023
WR-58,DUCHESNE,Brookies,1005,2.65,2005-07-15,2005
WR-58,DUCHESNE,Brookies,3260,2.38,2010-07-15,2010
WR-58,DUCHESNE,Brookies,3314,2.06,2016-06-30,2016
WR-58,DUCHESNE,Brookies,3243,3.49,2020-07-06,2020
WR-58,DUCHESNE,Brookies,2606,2.93,2024-06-26,2024
WR-6,DUCHESNE,Brookies,804,2.65,2005-07-15,2005
WR-6,DUCHESNE,Brookies,1600,2.38,2010-07-15,2010
WR-6,DUCHESNE,Brookies,1593,2.61,2015-07-06,2015
WR-6,DUCHESNE,Brookies,1595,3.49,2020-07-06,2020
WR-6,DUCHESNE,Brookies,1604,3.4,2025-07-01,2025
WR-63,DUCHESNE,Brookies,1273,2.6,2007-07-16,2007
WR-63,DUCHESNE,Cutthroats,1209,5.61,2008-07-09,2008
WR-63,DUCHESNE,Cutthroats,1322,2.71,2013-07-09,2013
WR-63,DUCHESNE,Cutthroats,1323,1.62,2017-09-25,2017
WR-63,DUCHESNE,Cutthroats,974,1.61,2019-09-23,2019
WR-63,DUCHESNE,Cutthroats,966,1.57,2022-09-23,2022
WR-63,DUCHESNE,Cutthroats,1029,1.45,2023-09-19,2023
WR-64,DUCHESNE,Cutthroats,7220,1.52,2014-09-15,2014
WR-64,DUCHESNE,Cutthroats,4366,1.74,2018-10-12,2018
WR-64,DUCHESNE,Brookies,1838,3.7,2022-06-30,2022
WR-64,DUCHESNE,Cutthroats,9213,1.57,2022-09-23,2022
WR-65,DUCHESNE,Cutthroats,300,1.61,2019-09-23,2019
WR-65,DUCHESNE,Cutthroats,372,1.57,2022-09-23,2022
WR-66,DUCHESNE,Cutthroats,524,1.61,2019-09-23,2019
WR-66,DUCHESNE,Cutthroats,743,1.57,2022-09-23,2022
WR-67,DUCHESNE,Cutthroats,894,2.71,2013-07-09,2013
WR-67,DUCHESNE,Cutthroats,899,1.61,2019-09-23,2019
WR-67,DUCHESNE,Cutthroats,892,1.57,2022-09-23,2022
WR-67,DUCHESNE,Cutthroats,936,1.45,2023-09-19,2023
WR-7,DUCHESNE,Brookies,2396,2.46,2004-07-07,2004
WR-7,DUCHESNE,Brookies,2405,2.88,2006-07-12,2006
WR-7,DUCHESNE,Brookies,2403,2.57,2013-07-10,2013
WR-7,DUCHESNE,Brookies,2457,2.06,2016-06-30,2016
WR-7,DUCHESNE,Brookies,2406,3.32,2021-07-01,2021
WR-73,DUCHESNE,Cutthroats,804,1.42,2008-09-24,2008
WR-73,DUCHESNE,Cutthroats,796,2.8,2013-07-09,2013
WR-73,DUCHESNE,Cutthroats,590,1.74,2018-10-12,2018
